"price"
25.39
24.81
23.07
21.61
21.3
21.31
20.7
24.2
27.04
29.15
30.2
33.16
34.69
38.42
38.94
40.12
42.93
43.62
39.61
37.95
40.65
40.24
29.26
28.23
25.65
25.04
23.86
23
24.66
26.01
28.43
32.11
35.68
41.34
44.96
49.14
50.05
54.45
55.98
68.85
66.24
55.5
48.48
48.25
50.04
45.38
34.63
29.05
26.48
25.12
24.52
24.07
24.36
25.58
28.24
29.54
32.33
34.83
39.34
40.6
46.74
48.52
55.03
62.57
61.12
52.93
47.5
41.66
40.39
39.49
33.87
29.54
28.7
27.41
26.68
25.62
25.94
27.38
30.84
30.66
32.6
37.83
40.49
41.62
44.01
46.18
53.33
60.57
57.96
52.48
39.63
37.28
38.29
39.89
32.89
28.98
26.94
25.43
24.47
24.11
24.61
26.42
29.15
31.43
33.98
37.18
39.73
42.03
41.16
42.83
43.14
45.01
43.11
41.05
40.58
38.6
38.9
37.26
30.06
27.2
26.13
25.27
24.09
23.66
24.44
25.71
28.15
29.43
31.39
33.38
37.67
41.27
40.73
41.43
41.53
46.59
54.34
50.32
41.86
39.85
38.53
37.69
30.38
29.18
26.04
25.05
23.76
22.67
22.69
22.81
23.13
25.66
28.07
28.94
31.18
37.3
38.55
39.43
39.36
41.25
46.39
46.19
39.12
39.09
38.98
37.85
28.96
26.91
26.14
25.09
23.71
22.74
22.54
22.48
22.21
24.56
26.11
28.01
29.69
31.88
34.72
35.76
35.35
35.57
38.66
39.39
36.55
36.37
37.07
38.54
28.66
27.28
26.37
25.52
25.08
24.67
25.06
26.35
28.37
31.38
35.23
38.83
45.73
48.41
47.49
48.99
51.51
58.1
57.8
51.95
49.18
47.05
42.91
41.11
32.33
28.56
28.79
27.45
26.17
25.38
25.62
27.42
30.79
32.99
36.48
38.25
41.34
44.72
44.63
46.47
51.61
57.45
65.7
52.94
44.34
44.29
42.37
41.88
35.61
31.62
29.03
27.71
26.61
25.61
26.15
27.62
29.91
32.26
34.72
37.02
42.37
47.53
46.22
48.92
50.34
51.71
55.75
50.67
47.57
40.45
39.79
39.52
32.8
29.37
27.23
26.36
25.71
24.67
25.33
26.81
29.24
30.83
33.02
35.68
39.41
41.15
42.01
41.88
45.04
48.09
48.6
41.51
44.47
40.39
38.76
38.47
30.35
29.01
26.13
24.66
22.97
22.61
23.25
25.25
27.21
28.5
30.68
33.21
35.16
35.69
35.64
37.42
37.26
38.68
40.25
37.7
35.14
33.73
32.94
32.53
28.9
27.15
26.2
25.62
24.31
23.17
22.91
23.01
23.27
24.65
26.32
28.2
30.41
31.36
32.1
32.34
32.82
32.19
32.81
33.43
33.56
32.41
32.28
32.08
27.8
25.7
22.94
18.73
15.97
11.64
10.35
10.69
10.55
17.35
23.18
26.64
27.17
27.83
28.54
30.14
32.19
35.06
34.61
38.59
36.68
36.15
36.11
36.34
28.83
27.96
26.35
25.31
24.39
23.43
24.16
25.61
27.18
30.06
33.53
37.87
42.53
44.91
50.68
50.53
52.72
65.84
74.61
65.34
49.64
48.75
46.8
43.1
35.54
29.47
29.37
27.49
26.73
26.11
26.29
27.55
29.15
33.78
39.14
47.94
58.8
60.4
64.14
70.64
80.46
91.69
104.44
85.85
67.79
55.49
59.78
57.71
45.86
34.64
32.56
30.02
29.08
28.07
28
29.37
32.21
37.46
44.39
58.29
62.04
67
70.45
81.99
98.66
113.83
114.13
93.97
68.03
61.36
63.01
58.6
48.7
38.22
32.13
29.05
28.04
27.14
27.28
28.52
31.7
34.56
39.11
42.4
47.61
49.72
52.28
62.71
64.23
71.57
70
59.88
52.42
49.5
48.48
44.74
37.97
31.22
27.27
25.86
25.23
24.12
24.13
25.74
27.29
29.11
31.89
34.22
37.87
40.37
40.22
47.24
50.06
52.61
57.14
50.79
40.85
38.65
39.33
37.34
31.3
27.19
26.32
25.51
23.55
22.54
21.64
21.9
22.44
25.8
27.16
28.8
30.96
34.53
36.01
35.56
34.18
36.27
38.69
37.52
35.07
33.79
34.18
34.75
28.16
26.08
25.43
22.65
21
19.57
17.89
16.72
17.09
21.38
25.68
26.69
27.47
29.58
33.12
36.82
39.85
38.77
41.32
45.19
40.83
41.22
39.87
41.22
28.41
26.77
24.41
22.94
22.17
21.4
21.94
23.73
25.41
27.38
29.82
33.5
39.55
45.8
43.97
47.81
50.51
60.51
71.71
60.73
43.73
44.12
44.09
41.84
31.86
28.4
27.6
26.33
25.22
24.78
24.75
26.18
27.8
30.15
31.73
37.09
40.51
45.73
45.43
49.92
56.82
64.78
72.45
58.69
45.94
44.19
42.12
40.09
34.04
30.12
28.76
27.45
26.45
25.63
25.61
27.29
29.09
30.24
32.31
36.37
40.32
43.98
48.25
52.78
54.6
61.02
61.36
54.16
48.11
40.45
39.54
38.42
33.55
30.1
30.45
29.19
28.03
27.3
27.39
28.76
30.9
32.55
37.31
40.41
46.38
52.3
51.2
57.64
61.48
69.28
72.75
66.25
54.79
47.54
